i,doc_idx,start_idx,token,tag
151,297,345,TCAS,O
151,297,350,회피,O
151,297,353,조언의,O
151,297,357,원인이,O
151,297,361,아님을,O
151,297,365,증명하고,O
151,297,370,있다.,O
151,297,374,250,O
151,297,378,"노트,6000",O
151,297,386,피트,O
151,297,389,상공에서,O
151,297,394,",",O
151,297,396,최종접근관제소로,O
151,297,405,관제권이,O
151,297,410,이양되었을,O
151,297,416,"때,",O
151,297,419,사전,O
151,297,422,교통경보,O
151,297,427,없이,O
151,297,430,최대,O
151,297,433,6000,O
151,297,438,fpm으로,O
151,297,444,상승하라는,O
151,297,450,TCAS,O
151,297,455,II,O
151,297,458,회피조언을,O
151,297,464,받았다.,O
151,297,469,항공기를,O
151,297,474,조종,O
151,297,477,중,O
151,297,479,이던,O
151,297,482,부기장이,O
151,297,487,즉시,O
151,297,490,최대,O
151,297,493,속력으로,O
151,297,498,상승을,O
151,297,502,시작하였고,O
151,297,508,나는,O
151,297,511,1마일,O
151,297,515,고도-03,O
151,297,521,미만의,O
151,297,525,12,O
151,297,528,시,O
151,297,530,방향에,O
151,297,534,갑자기,O
151,297,538,나타난,O
151,297,542,목표물을,O
151,297,547,확인하기,O
151,297,552,위해,O
151,297,555,머리를,O
151,297,559,들어,O
151,297,562,주변을,O
151,297,566,보았지만,O
151,297,571,어떤,O
151,297,574,항공기도,O
151,297,579,찾을,O
151,297,582,수,O
151,297,584,"없었고,",O
151,297,589,그제서야,O
151,297,594,관제소에,O
151,297,599,우리,O
151,297,602,항공기의,O
151,297,607,회피기동에,O
151,297,613,대하여,O
151,297,617,겨우,O
151,297,620,보고할,O
151,297,624,수,O
151,297,626,있었다.,O
151,297,631,회피지시는,O
151,297,637,',O
151,297,639,충돌해결'의,O
151,297,646,예보도,O
151,297,650,없이,O
151,297,653,사라졌다.,O
151,297,659,(처음에,O
151,297,664,목표물은,O
151,297,669,우리,O
151,297,672,항공기와,O
151,297,677,"함께,-00",O
151,297,684,고도,O
151,297,687,차이를,O
151,297,691,유지하면서,O
151,297,697,상승하는,O
151,297,702,것으로,O
151,297,706,나타났다.,O
151,297,712,),O
151,297,714,부기장은,O
151,297,719,7000,O
151,297,724,피트에서,O
151,297,729,수평비행을,O
151,297,735,한,O
151,297,737,후,O
151,297,739,다시,O
151,297,742,6000,O
151,297,747,피트로,O
151,297,751,하강하기,O
151,297,756,시작하였다.,O
151,297,763,관제소에서는,O
151,297,770,회피지시를,O
151,297,776,발부할,O
151,297,780,만한,O
151,297,783,항공기가,O
151,297,788,주변에,O
151,297,792,없다고,O
151,297,796,알려주었다.,O
151,297,803,나는,O
151,297,806,TCAS,O
151,297,811,II,O
151,297,814,장비를,O
151,297,818,점검하였고,O
151,297,824,결과는,O
151,297,828,이상,O
151,297,831,없었다.,O
151,297,836,객실,O
151,297,839,사무장에게,O
151,297,845,객실내,O
151,297,849,PED,O
151,297,853,사용여부를,O
151,297,859,확인해,O
151,297,863,줄,O
151,297,865,것을,O
151,297,868,"요청하였고,",O
151,297,875,사무장은,O
151,297,880,특별한,O
151,297,884,PED,O
151,297,888,사용은,O
151,297,892,없었다고,O
151,297,897,보고하였다.,O
151,297,904,접근관제소가,O
151,297,911,우리를,O
151,297,915,국지관제탑으로,O
151,297,923,"이양하면서,",O
151,297,930,회피조언이,O
151,297,936,발령되었을,O
151,297,942,때,O
151,297,944,3500,O
151,297,949,피트,O
151,297,952,밑에,O
151,297,955,VFR,O
151,297,959,항공기가,O
151,297,964,있었음을,O
151,297,969,알려,O
151,297,972,주었다.,O
152,675.00,0,랜딩,O
152,675.00,3,후,O
152,675.00,5,taxing,O
152,675.00,12,중,O
152,675.00,14,야간,O
152,675.00,17,상태에서,O
152,675.00,22,표지판을,O
152,675.00,27,확인하며,O
152,675.00,32,"기장,",O
152,675.00,36,"부기장,",O
152,675.00,41,수습부기장과,O
152,675.00,48,항공,O
152,675.00,51,방향,O
152,675.00,54,표지판(aviation,O
152,675.00,67,direction,O
152,675.00,77,sign)과,O
152,675.00,84,도로,O
152,675.00,87,교통,O
152,675.00,90,표지판의,O
152,675.00,95,위치를,O
152,675.00,99,논의함,O
152,675.00,103,표지판을,B-causal factor
152,675.00,108,지난,I-causal factor
152,675.00,111,다음,I-causal factor
152,675.00,114,turn하면,I-causal factor
152,675.00,121,될,I-causal factor
152,675.00,123,것으로,I-causal factor
152,675.00,127,생각하고,I-causal factor
152,675.00,132,"turn하였으나,",I-causal factor
152,675.00,142,곧바로,O
152,675.00,146,유도로,B-causal factor
152,675.00,150,오(誤)진입,I-causal factor
152,675.00,157,사실,I-causal factor
152,675.00,160,인지함.,I-causal factor
153,191.00,0,◆,O
153,191.00,2,오일필터를,O
153,191.00,8,장탈하여,O
153,191.00,13,교환한,O
153,191.00,17,후에,O
153,191.00,20,나는,O
153,191.00,23,다른,O
153,191.00,26,한명의,O
153,191.00,30,정비사와,O
153,191.00,35,함께,O
153,191.00,38,양쪽,O
153,191.00,41,엔진을,O
153,191.00,45,작동시켜서,O
153,191.00,51,필터의,O
153,191.00,55,누설검사를,O
153,191.00,61,하였다.,O
153,191.00,66,검사,O
153,191.00,69,후,O
153,191.00,71,확인해,O
153,191.00,75,보니,O
153,191.00,78,왼쪽엔진의,O
153,191.00,84,오일탱크에,O
153,191.00,90,보충이,O
153,191.00,94,필요하였다.,O
153,191.00,101,이때,O
153,191.00,104,지상요원이,O
153,191.00,110,화장실을,O
153,191.00,115,서비스하기,O
153,191.00,121,위해,O
153,191.00,124,대기하고,O
153,191.00,129,있었다.,O
153,191.00,134,나는,O
153,191.00,137,오일을,O
153,191.00,141,가득,O
153,191.00,144,차도록,O
153,191.00,148,보충한,O
153,191.00,152,후에,O
153,191.00,155,카울링을,O
153,191.00,160,닫고,O
153,191.00,163,승강트럭을,O
153,191.00,169,움직여서,O
153,191.00,174,다음엔진으로,O
153,191.00,181,이동하였다.,O
153,191.00,188,오른쪽,O
153,191.00,192,엔진,O
153,191.00,195,작업을,O
153,191.00,199,마친,O
153,191.00,202,후,O
153,191.00,204,보니,O
153,191.00,207,지상요원이,O
153,191.00,213,화장실,O
153,191.00,217,서비스작업을,O
153,191.00,224,완료하였다.,O
153,191.00,231,나는,O
153,191.00,234,다시,O
153,191.00,237,왼쪽,O
153,191.00,240,엔진으로,O
153,191.00,245,와서,O
153,191.00,248,닫힌,O
153,191.00,251,카울링의,O
153,191.00,256,걸쇠를,O
153,191.00,260,잠갔다.,O
153,191.00,265,그런데,O
153,191.00,269,이때,O
153,191.00,272,오일,B-causal factor
153,191.00,275,뚜껑이,I-causal factor
153,191.00,279,열린,I-causal factor
153,191.00,282,채인,I-causal factor
153,191.00,285,것을,I-causal factor
153,191.00,288,깜빡하였다.,I-causal factor
153,191.00,295,◆,O
153,191.00,297,2번,O
153,191.00,300,엔진의,O
153,191.00,304,엔진,O
153,191.00,307,카울링에서,O
153,191.00,313,많은,O
153,191.00,316,오일들이,O
153,191.00,321,누출된,O
153,191.00,325,것이,O
153,191.00,328,발견되었다.,O
153,191.00,335,좀,O
153,191.00,337,더,O
153,191.00,339,검사해본,O
153,191.00,344,결과,O
153,191.00,347,오일탱크,B-causal factor
153,191.00,352,뚜껑이,I-causal factor
153,191.00,356,완전하게,I-causal factor
153,191.00,361,잠겨,I-causal factor
153,191.00,364,있지,I-causal factor
153,191.00,367,않았다.,I-causal factor
153,191.00,372,엔진에,O
153,191.00,376,6,O
153,191.00,378,쿼트의,O
153,191.00,382,오일을,O
153,191.00,386,보충하였다.,O
153,191.00,393,내가,O
153,191.00,396,지난밤에,O
153,191.00,401,이,O
153,191.00,403,엔진에,O
153,191.00,407,오일을,O
153,191.00,411,보급하고,O
153,191.00,416,나서,O
153,191.00,419,오일탱크,B-causal factor
153,191.00,424,뚜껑을,I-causal factor
153,191.00,428,잠그지,I-causal factor
153,191.00,432,않은,I-causal factor
153,191.00,435,것,I-causal factor
153,191.00,437,같다.,I-causal factor
153,191.00,441,나는,O
153,191.00,444,오일탱크,O
153,191.00,449,뚜껑을,O
153,191.00,453,잠그도록,O
153,191.00,458,스스로,O
153,191.00,462,확인하는,O
153,191.00,467,시스템을,O
153,191.00,472,가지고,O
153,191.00,476,있는데,O
153,191.00,480,이번에는,O
153,191.00,485,실수를,B-causal factor
153,191.00,489,한,I-causal factor
153,191.00,491,것,I-causal factor
153,191.00,493,같다.,I-causal factor
153,191.00,497,…,O
153,191.00,499,어제,O
153,191.00,502,작업은,O
153,191.00,506,밤이었지만,O
153,191.00,512,날씨도,O
153,191.00,516,좋았고,O
153,191.00,520,별다른,O
153,191.00,524,장해,O
153,191.00,527,요인도,O
153,191.00,531,없었는데도,O
153,191.00,537,말이다.,O
154,"1,156.00",0,B7x7,O
154,"1,156.00",5,항공기가,O
154,"1,156.00",10,zz공항,O
154,"1,156.00",15,주기장에서,O
154,"1,156.00",21,승객,O
154,"1,156.00",24,Boarding,O
154,"1,156.00",33,중,O
154,"1,156.00",35,이미,B-causal factor
154,"1,156.00",38,탑승한,I-causal factor
154,"1,156.00",42,승객,I-causal factor
154,"1,156.00",45,중,I-causal factor
154,"1,156.00",47,1명이,I-causal factor
154,"1,156.00",51,개인적인,I-causal factor
154,"1,156.00",56,사유로,I-causal factor
154,"1,156.00",60,하기를,I-causal factor
154,"1,156.00",64,요구하여,I-causal factor
154,"1,156.00",69,De-boarding,O
154,"1,156.00",81,절차,O
154,"1,156.00",84,수행을,O
154,"1,156.00",88,위해,O
154,"1,156.00",91,약,O
154,"1,156.00",93,40분,O
154,"1,156.00",97,지연,O
154,"1,156.00",100,운항하였음.,O
155,548,0,A3x0,O
155,548,5,기종의,O
155,548,9,항공기가,O
155,548,14,dd,O
155,548,17,공항에,O
155,548,21,착륙,O
155,548,24,중,O
155,548,26,FLAP,B-causal factor
155,548,31,부분에,I-causal factor
155,548,35,조류충돌로,I-causal factor
155,548,41,인하여,O
155,548,45,점검관계로,O
155,548,51,후속편은,O
155,548,56,동,O
155,548,58,기종의,O
155,548,62,항공기로,O
155,548,67,교체하여,O
155,548,72,지연,O
155,548,75,운항하였음.,O
156,967.00,0,[PERSON,O
156,967.00,8,1],O
156,967.00,11,ICN,O
156,967.00,15,RWY,O
156,967.00,19,33R,O
156,967.00,23,착륙,O
156,967.00,26,후,O
156,967.00,28,C4로,O
156,967.00,32,접근,O
156,967.00,35,중,O
156,967.00,37,TWR로부터,O
156,967.00,44,'Left,O
156,967.00,50,turn,O
156,967.00,55,C'를,O
156,967.00,59,지시받고,O
156,967.00,64,복창,O
156,967.00,67,후,O
156,967.00,69,left,O
156,967.00,74,turn하여,O
156,967.00,81,C4를,O
156,967.00,85,경유하여,O
156,967.00,90,C-K,O
156,967.00,94,TWY로,O
156,967.00,99,가서,O
156,967.00,102,holding하고,O
156,967.00,112,있는데,O
156,967.00,116,TWR로부터,O
156,967.00,123,'C-J로,O
156,967.00,129,taxi,O
156,967.00,134,하셔야지요?'라는,O
156,967.00,144,지적과,O
156,967.00,148,함께,O
156,967.00,151,새로운,O
156,967.00,155,instruction따라,O
156,967.00,169,ramp-in하였음.,O
156,967.00,181,taxi하면서,O
156,967.00,189,보니,O
156,967.00,192,33L,O
156,967.00,196,활주로,O
156,967.00,200,상에,O
156,967.00,203,towing,O
156,967.00,210,해서,O
156,967.00,213,오는,O
156,967.00,216,항공기가,O
156,967.00,221,있었음.,O
156,967.00,226,당시,O
156,967.00,229,우리는,O
156,967.00,233,활주로,O
156,967.00,237,상에,O
156,967.00,240,있었기,O
156,967.00,244,때문에,O
156,967.00,248,'Left,O
156,967.00,254,turn,O
156,967.00,259,C',O
156,967.00,262,지시를,O
156,967.00,266,left,B-causal factor
156,967.00,271,turn하여,I-causal factor
156,967.00,278,C,I-causal factor
156,967.00,280,TWY로,I-causal factor
156,967.00,285,가라는,I-causal factor
156,967.00,289,지시로,I-causal factor
156,967.00,293,잘못,I-causal factor
156,967.00,296,알아들었던,I-causal factor
156,967.00,302,것으로,I-causal factor
156,967.00,306,생각됨.,O
156,967.00,311,통상,B-causal factor
156,967.00,314,사용하던,I-causal factor
156,967.00,319,taxi,I-causal factor
156,967.00,324,경로와,I-causal factor
156,967.00,328,다른,I-causal factor
156,967.00,331,경로를,I-causal factor
156,967.00,335,지시할,I-causal factor
156,967.00,339,경우에는,I-causal factor
156,967.00,344,부연,I-causal factor
156,967.00,347,설명을,I-causal factor
156,967.00,351,해주면,I-causal factor
156,967.00,355,이와,I-causal factor
156,967.00,358,같은,I-causal factor
156,967.00,361,착각을,I-causal factor
156,967.00,365,사전에,O
156,967.00,369,방지할,O
156,967.00,373,수,O
156,967.00,375,있지,O
156,967.00,378,않을,O
156,967.00,381,까,O
156,967.00,383,생각됨.,O
156,967.00,388,[PERSON,O
156,967.00,396,2],O
156,967.00,399,ICN,O
156,967.00,403,RWY,O
156,967.00,407,33R,O
156,967.00,411,착륙,O
156,967.00,414,후,O
156,967.00,416,활주로를,O
156,967.00,421,개방할,O
156,967.00,425,무렵,O
156,967.00,428,TWR로부터,O
156,967.00,435,'L/H,O
156,967.00,440,TURN,O
156,967.00,445,C',O
156,967.00,448,지시를,O
156,967.00,452,"받고,",O
156,967.00,456,통상의,O
156,967.00,460,C-K,O
156,967.00,464,경로로,O
156,967.00,468,Taxi하면서,O
156,967.00,476,TWR에,O
156,967.00,481,'Confirm,O
156,967.00,490,cross,O
156,967.00,496,RWY'<,O
156,967.00,502,요청하자,O
156,967.00,507,'Left,O
156,967.00,513,turn,O
156,967.00,518,C를,O
156,967.00,521,받지,O
156,967.00,524,않았는가?''하고,O
156,967.00,534,지적하여,O
156,967.00,539,실수를,O
156,967.00,543,인정하고,O
156,967.00,548,C-K로,O
156,967.00,553,taxi,O
156,967.00,558,하였음을,O
156,967.00,563,설명하였음.,O
157,159.00,0,사천공항,O
157,159.00,5,관제탑으로부터,O
157,159.00,13,지체,O
157,159.00,16,없이,O
157,159.00,19,이륙하라는,O
157,159.00,25,허가를,O
157,159.00,29,받고,O
157,159.00,32,이륙하던,O
157,159.00,37,도중,O
157,159.00,40,고도,O
157,159.00,43,약,O
157,159.00,45,900피트에서,O
157,159.00,53,TCAS,O
157,159.00,58,경보음,O
157,159.00,62,"'Traffic,",O
157,159.00,72,Traffic'을,O
157,159.00,82,듣게,O
157,159.00,85,되었음.,O
157,159.00,90,당시,O
157,159.00,93,사천공항에서는,O
157,159.00,101,군용,B-causal factor
157,159.00,104,훈련기들이,I-causal factor
157,159.00,110,장주내에서,I-causal factor
157,159.00,116,훈련,I-causal factor
157,159.00,119,중이었기,I-causal factor
157,159.00,124,때문에,I-causal factor
157,159.00,128,기장과,O
157,159.00,132,나는,O
157,159.00,135,이에,O
157,159.00,138,각별한,O
157,159.00,142,주의를,O
157,159.00,146,하고,O
157,159.00,149,있었으며,O
157,159.00,154,우리,O
157,159.00,157,항공기보다,O
157,159.00,163,불과,O
157,159.00,166,몇,O
157,159.00,168,초,O
157,159.00,170,전에도,O
157,159.00,174,군용,O
157,159.00,177,훈련기가,O
157,159.00,182,이륙한,O
157,159.00,186,상황이었음.,O
157,159.00,193,당시,O
157,159.00,196,PF는,O
157,159.00,200,부기장인,O
157,159.00,205,본인이었음.,O
157,159.00,212,고도,O
157,159.00,215,900피트에서,O
157,159.00,223,이러한,O
157,159.00,227,상황이,O
157,159.00,231,발생하자,O
157,159.00,236,기장은,O
157,159.00,240,항공기,O
157,159.00,244,Control을,O
157,159.00,253,",",O
157,159.00,255,나는,O
157,159.00,258,1시,O
157,159.00,261,방향,O
157,159.00,264,1.5,O
157,159.00,268,~2.0NM에,O
157,159.00,276,Traffic이,O
157,159.00,285,있다고,O
157,159.00,289,Tower에,O
157,159.00,296,보고하였고,O
157,159.00,302,Tower에서는,O
157,159.00,311,'Expedite,O
157,159.00,321,Climb,O
157,159.00,327,until,O
157,159.00,333,"2,000Feet'를",O
157,159.00,345,지시하였음.,O
157,159.00,352,Performance,O
157,159.00,364,마진이,O
157,159.00,368,거의,O
157,159.00,371,없었으므로,O
157,159.00,377,우리는,O
157,159.00,381,'Unable'이라고,O
157,159.00,393,하였고,O
157,159.00,397,이와,O
157,159.00,400,동시에,O
157,159.00,404,Max.,O
157,159.00,409,Performance,O
157,159.00,421,Climb,O
157,159.00,427,정도까지,O
157,159.00,432,Pitch를,O
157,159.00,439,증가시켰고,O
157,159.00,445,항공기,O
157,159.00,449,우측,O
157,159.00,452,전방에,O
157,159.00,456,있는,O
157,159.00,459,군용,O
157,159.00,462,훈련기를,O
157,159.00,467,회피하기,O
157,159.00,472,위해,O
157,159.00,475,좌선회를,O
157,159.00,480,시작하며,O
157,159.00,485,보고하려는,O
157,159.00,491,순간,O
157,159.00,494,군용,O
157,159.00,497,훈련기,O
157,159.00,501,역시,O
157,159.00,504,좌선회를,O
157,159.00,509,하여,O
157,159.00,512,근접조우하게,O
157,159.00,519,되었음.,O
157,159.00,524,사천공항,O
157,159.00,529,Runway,O
157,159.00,536,06의,O
157,159.00,540,경우,O
157,159.00,543,민간항공기는,O
157,159.00,550,06L를,O
157,159.00,555,사용하고,O
157,159.00,560,군용,O
157,159.00,563,훈련기는,O
157,159.00,568,06R를,O
157,159.00,573,사용하고,O
157,159.00,578,"있고,",O
157,159.00,582,군용,O
157,159.00,585,훈련기들이,O
157,159.00,591,좌측,O
157,159.00,594,장주를,O
157,159.00,598,사용함으로써,O
157,159.00,605,항상,O
157,159.00,608,근접조우의,O
157,159.00,614,위험성이,O
157,159.00,619,잠재되어,O
157,159.00,624,있으므로,O
157,159.00,629,ATC기관에서는,O
157,159.00,638,이러한,O
157,159.00,642,상황을,O
157,159.00,646,고려하여,O
157,159.00,651,군용,O
157,159.00,654,훈련기와,O
157,159.00,659,민간항공기의,O
157,159.00,666,분리를,O
157,159.00,670,보다,O
157,159.00,673,확실하게,O
157,159.00,678,해,O
157,159.00,680,줄,O
157,159.00,682,것을,O
157,159.00,685,요청함.,O
158,595.00,0,[PERSON,B-causal factor
158,595.00,8,1],B-causal factor
158,595.00,11,B737,B-causal factor
158,595.00,16,항공기가,B-causal factor
158,595.00,21,김포공항을,B-causal factor
158,595.00,27,출발하여,B-causal factor
158,595.00,32,포항공항에,B-causal factor
158,595.00,38,접근,B-causal factor
158,595.00,41,중,B-causal factor
158,595.00,43,시정이,B-causal factor
158,595.00,47,"3,000m로",B-causal factor
158,595.00,55,악화되어(제한치,B-causal factor
158,595.00,64,"4,800m)",B-causal factor
158,595.00,72,2회,B-causal factor
158,595.00,75,실패접근,B-causal factor
158,595.00,80,후,B-causal factor
158,595.00,82,대구공항으로,B-causal factor
158,595.00,89,"회항하였으며,",B-causal factor
158,595.00,97,회항,B-causal factor
158,595.00,100,후,B-causal factor
158,595.00,102,승객은,B-causal factor
158,595.00,106,육로,B-causal factor
158,595.00,109,"수송하고,",B-causal factor
158,595.00,115,항공기는,B-causal factor
158,595.00,120,김포공항으로,B-causal factor
158,595.00,127,공기(FERRY),B-causal factor
158,595.00,137,운항하였음.,B-causal factor
158,595.00,144,[PERSON,B-causal factor
158,595.00,152,2],B-causal factor
158,595.00,155,김포공항을,B-causal factor
158,595.00,161,이륙하여,B-causal factor
158,595.00,166,목적지,B-causal factor
158,595.00,170,포항공항,B-causal factor
158,595.00,175,FINAL,B-causal factor
158,595.00,181,APP,B-causal factor
158,595.00,185,중,B-causal factor
158,595.00,187,시정이,B-causal factor
158,595.00,191,"3,000m로",B-causal factor
158,595.00,199,악화되어,B-causal factor
158,595.00,204,2회,B-causal factor
158,595.00,207,Missed,B-causal factor
158,595.00,214,APP,B-causal factor
158,595.00,218,후,B-causal factor
158,595.00,220,대구로,B-causal factor
158,595.00,224,회항하였음.,B-causal factor
159,588,0,야간에,O
159,588,4,zz공항,O
159,588,9,ILS,O
159,588,13,RWY,O
159,588,17,00,O
159,588,20,접근,O
159,588,23,중,O
159,588,25,고도,O
159,588,28,약,O
159,588,30,900ft에서,O
159,588,38,G/S,O
159,588,42,Indicator와,O
159,588,53,PAPI,O
159,588,58,Indicator가,O
159,588,69,서로,O
159,588,72,다르게,O
159,588,76,지시하고,O
159,588,81,있는,O
159,588,84,것을,O
159,588,87,"인지하였으나,",O
159,588,95,당시,O
159,588,98,우리는,O
159,588,102,야간/VMC,O
159,588,109,상태였기,O
159,588,114,때문에,O
159,588,118,PAPI를,O
159,588,124,참조하여,O
159,588,129,착륙하였음.,O
159,588,136,나의,O
159,588,139,생각으로는,O
159,588,145,접근로,O
159,588,149,방향에서,O
159,588,154,공사,B-causal factor
159,588,157,중인,I-causal factor
159,588,160,작업차량으로,I-causal factor
159,588,167,인한,I-causal factor
159,588,170,전파간섭이,I-causal factor
159,588,176,원인이었던,O
159,588,182,것으로,O
159,588,186,판단되므로,O
159,588,192,항공기,O
159,588,196,접근,O
159,588,199,시,O
159,588,201,작업차량의,O
159,588,207,이동을,O
159,588,211,제한할,O
159,588,215,필요가,O
159,588,219,있다고,O
159,588,223,사료됨.,O
160,310.00,0,B737-800의,O
160,310.00,10,조종사가,O
160,310.00,15,출발,O
160,310.00,18,전,O
160,310.00,20,체크리스트를,O
160,310.00,27,수행하는,O
160,310.00,32,과정에서,O
160,310.00,37,두,O
160,310.00,39,번,O
160,310.00,41,방해를,O
160,310.00,45,"받아,",O
160,310.00,49,그,O
160,310.00,51,결과,O
160,310.00,54,항공기의,O
160,310.00,59,불안정한,O
160,310.00,64,상태를,O
160,310.00,68,알려줄,O
160,310.00,72,수,O
160,310.00,74,있는,O
160,310.00,77,조종석,O
160,310.00,81,경보장치,O
160,310.00,86,중,O
160,310.00,88,일부가,O
160,310.00,92,정상,O
160,310.00,95,작동하지,O
160,310.00,100,않은,O
160,310.00,103,사례임,O
160,310.00,107,우리는,O
160,310.00,111,출발,O
160,310.00,114,후,O
160,310.00,116,체크리스트를,O
160,310.00,123,수행하고,O
160,310.00,128,있었고,O
160,310.00,132,부조종사가,O
160,310.00,138,지상이동,O
160,310.00,143,허가를,O
160,310.00,147,요청했다.,O
160,310.00,153,나는,O
160,310.00,156,지상이동,O
160,310.00,161,진행방향을,O
160,310.00,167,정확하게,O
160,310.00,172,이해하지,O
160,310.00,177,못해서,O
160,310.00,181,부조종사에게,O
160,310.00,188,도움을,O
160,310.00,192,요청했고,O
160,310.00,197,우리는,O
160,310.00,201,함께,O
160,310.00,204,진행방향을,O
160,310.00,210,확인하면서,O
160,310.00,216,계속,O
160,310.00,219,지상이동,O
160,310.00,224,하고,O
160,310.00,227,있었다.,O
160,310.00,232,..,O
160,310.00,235,활주로,O
160,310.00,239,01,O
160,310.00,242,방향,O
160,310.00,245,이륙허가를,O
160,310.00,251,받았으나,O
160,310.00,256,객실승무원,O
160,310.00,262,차임벨이,O
160,310.00,267,정상작동하지,O
160,310.00,274,않고,O
160,310.00,277,있었다.,O
160,310.00,282,이전에,O
160,310.00,286,출발전체크리스트수행을,O
160,310.00,298,시도했었지만,O
160,310.00,305,다른,O
160,310.00,308,교신으로,O
160,310.00,313,중단되었기,O
160,310.00,319,때문에,O
160,310.00,323,결국,O
160,310.00,326,구두로만,O
160,310.00,331,수행하였다.,O
160,310.00,338,이륙과정에서,O
160,310.00,345,로테이션과,O
160,310.00,351,부양이,O
160,310.00,355,평소보다,O
160,310.00,360,느리게,O
160,310.00,364,진행되었고,O
160,310.00,370,100-150,O
160,310.00,378,피트,O
160,310.00,381,지점에서,O
160,310.00,386,계속,O
160,310.00,389,로테이션,O
160,310.00,394,중이었는데,O
160,310.00,400,스틱,O
160,310.00,403,쉐이커가,O
160,310.00,408,작동되었다.,O
160,310.00,415,부조종사가,O
160,310.00,421,No-Flap,O
160,310.00,429,condition을,O
160,310.00,440,인지하고,O
160,310.00,445,Flap을,O
160,310.00,451,5도로,O
160,310.00,455,설정하였다.,O
160,310.00,462,나머지,O
160,310.00,466,비행도,O
160,310.00,470,순조롭지,O
160,310.00,475,못했다.,O
160,310.00,480,이륙경고음이,O
160,310.00,487,울리지,O
160,310.00,491,않았다고,O
160,310.00,496,기록하였지만,O
160,310.00,503,나중에,O
160,310.00,507,보니,O
160,310.00,510,회로,O
160,310.00,513,차단기가,O
160,310.00,518,튀어,O
160,310.00,521,나와,O
160,310.00,524,있었다.,O
160,310.00,529,이와,O
160,310.00,532,같은,O
160,310.00,535,잠재적인,O
160,310.00,540,위험상황은,O
160,310.00,546,체크리스트를,O
160,310.00,553,제대로,O
160,310.00,557,수행하지,O
160,310.00,562,못하여,O
160,310.00,566,조종석이,O
160,310.00,571,산만해졌기,O
160,310.00,577,때문에,O
160,310.00,581,발생하였다.,O
160,310.00,588,지상이동,B-causal factor
160,310.00,593,진행방향의,I-causal factor
160,310.00,599,혼란으로,I-causal factor
160,310.00,604,지상이동,I-causal factor
160,310.00,609,체크리스트,I-causal factor
160,310.00,615,수행이,I-causal factor
160,310.00,619,"방해받았고,",I-causal factor
160,310.00,626,이륙,B-causal factor
160,310.00,629,전,I-causal factor
160,310.00,631,체크리스트는,I-causal factor
160,310.00,638,객실승무원과의,I-causal factor
160,310.00,646,교신,I-causal factor
160,310.00,649,문제로,I-causal factor
160,310.00,653,중단되었다.그리고,I-causal factor
160,310.00,663,무엇,O
160,310.00,666,때문인지,O
160,310.00,671,이륙경고음,B-causal factor
160,310.00,677,회로차단기가,I-causal factor
160,310.00,684,튀어,I-causal factor
160,310.00,687,나와,I-causal factor
160,310.00,690,있어서,I-causal factor
160,310.00,694,이런,I-causal factor
160,310.00,697,문제들을,I-causal factor
160,310.00,702,최종,I-causal factor
160,310.00,705,확인해주는,I-causal factor
160,310.00,711,장치가,I-causal factor
160,310.00,715,작동되지,I-causal factor
160,310.00,720,않았다.,I-causal factor
160,310.00,725,앞으로,O
160,310.00,729,체크리스트,O
160,310.00,735,수행,O
160,310.00,738,중,O
160,310.00,740,방해를,O
160,310.00,744,받게,O
160,310.00,747,된,O
160,310.00,749,경우에는,O
160,310.00,754,처음부터,O
160,310.00,759,다시,O
160,310.00,762,체크리스트를,O
160,310.00,769,수행할,O
160,310.00,773,생각이다.,O
161,721,0,국내선,O
161,721,4,비행,O
161,721,7,및,O
161,721,9,착륙,O
161,721,12,후,O
161,721,14,다음,O
161,721,17,비행까지,O
161,721,22,1시간,O
161,721,26,35분,O
161,721,30,정도의,O
161,721,34,시간이,O
161,721,38,있었습니다.,O
161,721,45,하지만,O
161,721,49,"디보딩,",B-causal factor
161,721,54,다음,I-causal factor
161,721,57,스케줄,I-causal factor
161,721,61,수행을,I-causal factor
161,721,65,위한,I-causal factor
161,721,68,이동,I-causal factor
161,721,71,등으로,I-causal factor
161,721,75,인한,I-causal factor
161,721,78,시간소모로,I-causal factor
161,721,84,인해,I-causal factor
161,721,87,Flight,B-causal factor
161,721,94,Plan등,I-causal factor
161,721,100,비행관련,I-causal factor
161,721,105,기본,I-causal factor
161,721,108,서류에,I-causal factor
161,721,112,대한,I-causal factor
161,721,115,확인,I-causal factor
161,721,118,및,I-causal factor
161,721,120,브리핑이,I-causal factor
161,721,125,충분히,I-causal factor
161,721,129,이뤄지지,I-causal factor
161,721,134,않은,I-causal factor
161,721,137,상태에서,I-causal factor
161,721,142,국제선,I-causal factor
161,721,146,스케줄,I-causal factor
161,721,150,시간에,I-causal factor
161,721,154,맞춰,I-causal factor
161,721,157,곧바로,I-causal factor
161,721,161,비행기로,I-causal factor
161,721,166,쇼업을,I-causal factor
161,721,170,하게,I-causal factor
161,721,173,되었습니다.,I-causal factor
161,721,180,해당,O
161,721,183,편의,O
161,721,186,일부,O
161,721,189,조종사는,O
161,721,194,국내선,O
161,721,198,비행을,O
161,721,202,마치고,O
161,721,206,착륙하여,O
161,721,211,디보딩,O
161,721,215,완료,O
161,721,218,후,O
161,721,220,30분도,O
161,721,225,채,O
161,721,227,안되어,O
